name,name_en,type,type_en,address,sum_district_name,sum_district_type ,bag_khoroo_name,bag_khoroo_type,3_word_address,address_en,timetable,timetable_en,phone,mon,tue,wed,thu,fri,sat,sun,open_time,close_time,
"Хүчит шонхор тооцооны төв, Экспресс банк АТМ","Khuchitshonkhor branch, Express bank  ATM",atm,тооцооны төв,"11-р хороо, Самбалхүндэвийн зам, Хүчитшонхор хүнсний зах",0,0,11-р,хороо,,"11st khoroo, Sambalkhundev road, Khuchitshonkhor market",Даваа-Ням 06:00-17:00 цаг,Mon-Sun 6am-5pm,1800-1888,1,1,1,1,1,1,1,06:00:00,17:00:00,
Хүчитшонхор хүнсний зах АТМ,Khuchitshonkhor market  ATM,atm,атм,"11-р хороо, Самбалхүндэвийн зам, Хүчитшонхор хүнсний зах",0,0,11-р,хороо,,"11st khoroo, Sambalkhundev road, Khuchitshonkhor market",Даваа-Ням 06:00-17:00 цаг,Mon-Sun 6am-5pm,1800-1888,1,1,1,1,1,1,1,06:00:00,17:00:00,
"Цайз тооцооны төв, Экспресс АТМ","Tsaiz Branch, Express ATM",atm,тооцооны төв,"16-р хороо, Дандарбаатарын гудамж, Цайз тооцооны төвийн байр",0,0,16-р,хороо,,"16th Khoroo, Dandarbaatar Street, Tsaiz Branch",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,06:00:00,23:59:00,
"Баялаг ундраа худалдааны төв, АТМ",Baylag Undraa Shopping Center ATM,atm,атм,"14-р хороо, Нарны зам, Баялаг ундраа худалдааны төв",0,0,14-р,хороо,,"14th Khoroo, Narnii road, Baylag Undraa Shopping Center","Лхагва-Ням 08:00-20:00 цаг
Мягмар гаригт амрана","Wed-Sun 8am-8pm
Tue closed",1800-1888,1,1,0,1,1,1,1,08:00:00,20:00:00,
Цэнхэр дэлгүүр АТМ,Tsenher supermarket  ATM,atm,атм,"1-р хороо, Нарангийн гудамж, Нарангийн гол хуучин эцсийн буудал, Толгойт, Цэнхэр дэлгүүр ",0,0,1-р,хороо,,"1st khoroo,Tolgoit, Narangiin gol old bus station, Tsenher supermarket ",Даваа-Ням 09:00-23:00 цаг,Mon-Sun 9am-11pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00,
"Баянгол салбар, Экспресс банк  АТМ","Bayangol branch, Express bank АТМ",atm,салбар,"13-р хороо, Ард Аюушийн өргөн чөлөө, Имарт Хороолол салбар, Хас банк Баянгол салбар",0,0,13-р,хороо,,"13rd khoroo, 4th microdistrict, Ard Ayush avenue, Bayangol branch Xac bank",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
10-р хороолол Ноёд АТМ,10th microdistrict Noyod АТМ,atm,атм,"6-р хороо, 10-р хороолол, Энхтайваны өргөн чөлөө, Ноёд дэлгүүр",0,0,6-р,хороо,,"6-р хороо, 10-р хороолол, Энхтайваны өргөн чөлөө",Даваа-Ням 08-22 цаг,Mon-Sun 08-22 hour,1800-1888,1,1,1,1,1,1,1,08:00:00,21:59:00,
Хархорин зах АТМ,Kharkhorin market АТМ,atm,атм,"20-р хороо, 1-р хороолол, Москвагийн гудамж, Хархорин зах ",0,0,20-р,хороо,,"20th khoroo, 1st microdisrict, Moscow road, Kharkhorin market","Мягмар-Ням 09:00-19:00 цаг
Даваа амрана","Tue-Sun 9am-7pm
Monday closed",1800-1888,0,1,1,1,1,1,1,09:00:00,19:00:00,
"Гранд плаза  , Экспресс АТМ ","Grand plaza, Express ATM ",atm,атм,"2-р хороо, Гранд плаза, В1 давхарт",0,0,2-р,хороо,,"2nd khoroo, Grand plaza",Даваа-Ням 10:00-21:00 цаг,Mon-Sun 10am-21pm,1800-1888,1,1,1,1,1,1,1,10:00:00,21:00:00,
"Баянмонгол тооцооны төв, Экспресс банк АТМ","Bayanmongol Branch, Express ATM",atm,тооцооны төв,"26-р хороо, Хүннүгийн гудамж, Элизабет хотхон, Хас банк Баянмонгол тооцооны төв ",0,0,26-р,хороо,,"26-р хороо, Хүннүгийн гудамж, Элизабет хотхон, Хас банк Баянмонгол тооцооны төв ",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
Их-Орд тооцооны төв АТМ,Ikh Ord Branch АТМ,atm,тооцооны төв,"14-р хороо, Намъянжүгийн гудамж, Их Орд худалдааны төв,  Хас банк Ир Орд тооцооны төв ",0,0,14-р,хороо,,"14th Khoroo, Namyanju Street, Ikh Ord Shopping Center, XacBank Ikh Ord Branch",Даваа-Ням 09:00-19:00 цаг,Mon-Sun 9am-7pm,1800-1888,1,1,1,1,1,1,1,09:00:00,19:00:00,
Цайз тооцооны төв АТМ,Tsaiz Branch АТМ,atm,тооцооны төв,"16-р хороо, Дандарбаатарын гудамж, Цайз тооцооны төвийн байр",0,0,16-р,хороо,,"16th Khoroo, Dandarbaatar Street, Tsaiz Branch",Даваа-Ням 24 цаг,Даваа-Ням 24 цаг,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
"Сансар салбар, Экспресс банк  АТМ","Sansar Branch, Express Bank АТМ",atm,салбар,"3-р хороо, Энхтайваны өргөн чөлөө, Зүүн 4 зам, Хас банк Сансар салбар",0,0,3-р,хороо,,"3-р хороо, Энхтайваны өргөн чөлөө, Зүүн 4 зам, Хас банк Сансар салбар",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
Их тойруу Худалдааны төв АТМ,Ikh toiruu khudaldaanii tuv АТМ,atm,атм,"9-р хороо, Дөлгөөн нуур, Их тойруу худалдааны төв ",0,0,9-р,хороо,,"9st Khoroo, Ikh toiruu, market",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
Элбэг хүнсний дэлгүүр АТМ,Elbeg supermarket АТМ,atm,атм,"28-р хороо, 112-р дунд сургуулийн хойно, Элбэг хүнсний дэлгүүр ",0,0,28-р,хороо,,"28th khoroo, North of 112 highschool, Elbeg supermarket",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
Кар комплекс АТМ,Car complex АТМ,atm,атм,"5-р хороо, 5 шар Кар комплекс ",0,0,5-р,хороо,,"5 khoroo, 5 shar Car complex",Mon-Sun 9am-8pm,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
Сонгино Хайрхан дүүргийн ЗДТГбайр АТМ,Songinokhairkhan district АТМ,atm,атм,Сонгино хайрхан дүүрэг ЗДТГбайр ,Сонгино хайрхан,дүүрэг,,,,Songinokhairkhan district,Даваа-Бямба 08:00-20:00 цаг,Mon-Sat 8am-8pm,1800-1888,1,1,1,1,1,1,0,08:00:00,20:00:00,
IRON хүнсний дэлгүүр АТМ,IRON хүнсний дэлгүүр АТМ,atm,атм,"6-р хороо, Ханын материалын эцэс, IRON хүнсний дэлгүүр",0,0,6-р,хороо,,"6th khoroo, Iron supermarket ",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
NG хүнсний дэлгүүр  АТМ,NG supermarket  АТМ,atm,атм,"2-р хороо, Толгойт, Нарангийн голын шинэ эцсийн буудал, NG хүнсний дэлгүүр  ",0,0,2-р,хороо,,"2nd khoroo, Narangiin gol new bus station, NG supermarket ",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
Драгон 1 цэгийн үйлчилгээ  АТМ,Dragon 1 point service centerАТМ,atm,атм,"17-р хороо, Драгон 1 цэгийн үйлчилгээний төв ",0,0,17-р,хороо,,"17th khoroo, Dragon 1 point service center","Даваа-Ням 09:00-18:00 цаг
Бямба, Ням амарна","Mon-Sun 9am-6pm
Sat-Sun closed",1800-1888,1,1,1,1,1,0,0,09:00:00,18:59:00,
Фермер зах АТМ,Farmet market АТМ,atm,атм,"4-р хороо, Яармаг Фермерүүд зах",0,0,4-р,хороо,,"4th khoroo, Yarmag, Farmer market ",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00,
"Сансар салбар, Экспресс банк АТМ","Sansar Branch, Express Bank АТМ",atm,салбар,"3-р хороо, Энхтайваны өргөн чөлөө, Зүүн 4 зам, Хас банк Сансар салбар",0,0,3-р,хороо,,"3rd Khoroo, Enkhtaivan Avenue, Eastern 4 zam, XacBank Sansar Branch",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
"Түшиг салбар, Экспресс банк АТМ","Tushig branch, Express bank АТМ",atm,салбар,"4-р хороо, Сөүлийн гудамж, Түшиг их дэлгүүр, Хас банк Түшиг салбар ",0,0,4-р,хороо,,"4th khoroo, Seoul road, Tushig branc Xac bank",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,06:00:00,23:59:00,
"Өнөр тооцооны төв, Экспресс банк АТМ","Unur branch, Express bank АТМ",atm,тооцооны төв,"17-р хороо, 1-р хороолол, Москвагийн гудамж, 32-р байрны урд, Хас банк Өнөр тооцооны төв ",0,0,17-р,хороо,,"17th khoroo, 1st microdistrict, Unur branch Xac bank ",Даваа-Ням 06:00-24:00 цаг,Mon-Sun 6am-12pm,1800-1888,1,1,1,1,1,1,1,06:00:00,23:59:00,
"Баян худалдааны төв, Экспресс АТМ ","Bayan shopping center, Express ATM ",atm,атм,"Орхон аймаг, Баян-Өндар сум, Уурхайчин баг, Баян худалдааны төв","Орхон аймаг, Баян-Өндар",сум,"Орхон аймаг, Баян-Өндар сум, Уурхайчин",баг,,"Orkhon province, Bayan-Undur, Byan shopping center",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:20:00,20:00:00,
"Дархан зах, Экспресс АТМ","Darkhan market, Express ATM ",atm,атм,"Дархан-Уул аймаг, Дархан сум, 8-р баг, Дархан зах худалдааны төв","Дархан-Уул аймаг, Дархан",сум,"Дархан-Уул аймаг, Дархан сум, 8-р",баг,,"Darkhan-Uul province, Darkhan, Darkhan market ","Мягмар-Ням 09-19 цаг
Даваа амрана","Tue-Sun 9am-7pm
Mon closed",1800-1888,0,1,1,1,1,1,1,00:00:00,23:59:00,
"Хэрлэн худалданы төв, Экспресс АТМ","Kherlen shopping center, Express ATM ",atm,атм,"Багануур дүүрэг, 1-р хороо, Нацагдоржийн гудамж, Хэрлэн худалдааны төв  ",Багануур,дүүрэг,,баг,,"1st khoroo, Natsgdorj street, Kherken shopping center",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
"Дархан их дэлгүүр, Экспресс АТМ",Darkhan depatrment store. Express ATM ,atm,атм,"Дархан-Уул аймаг, Дархан сум, 14-р баг, Дархан их дэлгүүр","Дархан-Уул аймаг, Дархан",сум,"Дархан-Уул аймаг, Дархан сум, 14-р",баг,,"Darkhan-Uul province, Darkhan, Darkhan department store",Даваа-Ням 08:30-22:00 цаг,Mon-Sun 8:30am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00,
"Дархан плаза, Экспресс АТМ","Darkhan plaza, Express ATM ",atm,атм,"Дархан-Уул аймаг, Дархан сум, 7-р баг, Дархан плаза","Дархан-Уул аймаг, Дархан",сум,"Дархан-Уул аймаг, Дархан сум, 7-р",баг,,"Darkhan-Uul province, Darkhan, Darkhan plaza ",Даваа-Ням 09:00-19:00 цаг,Mon-Sun 9am-7pm,1800-1888,1,1,1,1,1,1,1,09:00:00,19:00:00,
"Эрдэнэс плаза, Экспресс АТМ","Erdenes plaza, Express ATM ",atm,атм,"Дархан-Уул аймаг, Дархан сум, 13-р баг, Эрдэнэс плаза ","Дархан-Уул аймаг, Дархан",сум,"Дархан-Уул аймаг, Дархан сум, 13-р",баг,,"Darkhan-Uul province, Darkhan, Erdenes plaza ",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
"Олон улсын худалдааны төв, Экспресс АТМ","International shopping center, Express ATM ",atm,атм,"Дархан-Уул аймаг, Дархан сум, 12-р баг, Олон улсын худалдааны төв","Дархан-Уул аймаг, Дархан",сум,"Дархан-Уул аймаг, Дархан сум, 12-р",баг,,"Darkhan-Uul province, Darkhan, International shopping center","Даваа-Ням 09:00-20:00 цаг
Лхагва амрана","Mon-Sun 9am-8pm
Wed closed",1800-1888,1,1,0,1,1,1,1,09:00:00,20:00:00,
"Есөн Эрдэнэ худалдааны бөөний төв, Экспресс банк АТМ","Esun-Erdene market, Express ATM ",atm,атм,"Орхон аймаг, Баян-Өндөр сум, Оюут баг, Есөн Эрдэнэ худалдааны бөөний төв","Орхон аймаг, Баян-Өндөр",сум,"Орхон аймаг, Баян-Өндөр сум, Оюут",баг,,"Orkhon province, Bayan-Undur, Oyut, Esun Erdene market ",Даваа-Ням 09:30-19:30 цаг,Mon-Sun 9:30am-7:30pm,1800-1888,1,1,1,1,1,1,1,09:30:00,19:30:00,
"Хангай бүс худалдааны  төв, Экспресс АТМ","Khangai region shopping center, Express ATM  ",atm,атм,"Орхон аймаг, Баян-Өндар сум, Уурхайчин баг, Хангай бүсийн худалдааны төв ","Орхон аймаг, Баян-Өндар",сум,"Орхон аймаг, Баян-Өндар сум, Уурхайчин",баг,,"Orkhon province, Bayan-Undur, Uurkhaichin, Khangai region shopping center","Мягмар-Ням 09-19 цаг
Даваа амрана","Tue-Sun 9am-7pm
Mon closed",1800-1888,0,1,1,1,1,1,1,09:00:00,19:00:00,
"Сэлэнгэ салбар, Экспресс АТМ","Selenge branch, Express ATM ",atm,салбар,"Сэлэнгэ аймаг, Сүхбаатар сум, 6-р баг, Хас банк Сэлэнгэ салбар ","Сэлэнгэ аймаг, Сүхбаатар",сум,"Сэлэнгэ аймаг, Сүхбаатар сум, 6-р",баг,,"Selenge province, Sukhbaatar, Xac bank Selenge branch",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
"Олон улсын худалдааны төв, Экспресс АТМ","International shopping center, Express ATM ",atm,атм,"Сэлэнгэ аймаг, Сүхбаатар сум, 2-р баг, Олон улсын худалдааны төв ","Сэлэнгэ аймаг, Сүхбаатар",сум,"Сэлэнгэ аймаг, Сүхбаатар сум, 2-р",баг,,"Selenge province, Sukhbaatar, International shopping center",Даваа-Ням 09-19 цаг,Mon-Sun 9am-7pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
"Өвөрхангай салбар, Экспресс АТМ","Uvurkhangai, Express ATM ",atm,салбар,"Өвөрхангай аймаг, Арвайхээр сум, Хас банк Өвөрхангай салбар ","Өвөрхангай аймаг, Арвайхээр",сум,,,,"Uvurkhangai province, Arvaikheer, Xac bank Uvurkhangai branch ",Даваа-Ням 09:00-17:30 цаг,Mon-Sun 9am-5:30pm,1800-1888,1,1,1,1,1,1,1,09:00:00,17:30:00,
"Түшиг төв, Экспресс АТМ","Tushig center, Express ATM ",atm,атм,"Өвөрхангай аймаг, Арвайхээр сум, 5-р баг, Түшиг төв","Өвөрхангай аймаг, Арвайхээр",сум,5-р,баг,,"Uvurkhangai province, Arvaikheer, Tushig center","Даваа-Ням 09-19:30 цаг
Бямба амрана","Mon-Sun 9am-7:30pm
Saturday closed",1800-1888,1,1,1,1,1,0,1,09:00:00,19:30:00,
"Хархорин тооцооны төв, Экспресс АТМ","Kharkhorin branch, Express ATM ",atm,тооцооны төв,"Uvurkhangai province, Kharkhorin, Erdenezuu street, Xac bank Kharkhorin branch","Өвөрхангай аймаг, Хархорин",сум,,,,"Uvurkhangai province, Kharkhorin, Erdenezuu street, Xac bank Kharkhorin branch",Даваа-Ням 09:00-18:00 цаг,Mon-Sun 9am-6pm,1800-1888,1,1,1,1,1,1,1,09:00:00,18:00:00,
"Хасу худалдааны төв, Экспресс АТМ","Khasy shopping center, Express ATM",atm,атм,"Архангай аймаг, Эрдэнэбулган сум, 3-р баг, Хасу худалдааны төв","Архангай аймаг, Эрдэнэбулган",сум,"Архангай аймаг, Эрдэнэбулган сум, 3-р",баг,,"Arkhangai province, Erdenebulgam sum, Khasu shopping center","Даваа-Бямба 09-21 цаг
Ням амрана","Mon-Sat 9am-9pm
Sanday closed",1800-1888,1,1,1,1,1,1,0,09:00:00,21:00:00,
"Завхан салбар, Экспресс АТМ","Zavkhan branch, Express ATM",atm,салбар,"Завхан аймаг, Улиастай сум, Жинст баг, Хас банк Завхан салбар","Завхан аймаг, Улиастай",сум,"Завхан аймаг, Улиастай сум, Жинст",баг,,"Zavkhan province, Uliastai, Jinst, Xac bank Zavkhan branch",Даваа-Бямба 08:00-23:00 цаг,Mon-Sat 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
"Баруун бүс худалдааны төв, Экспресс АТМ ","Western region shopping center, Express ATM ",atm,атм,"Завхан аймаг, Улиастай сум, Богдын гол баг, Баруун бүс худалдааны төв","Завхан аймаг, Улиастай",сум,"Завхан аймаг, Улиастай сум, Богдын гол",баг,,"Zavkhan province, Uliastai, Bogdiin gol, Western region shopping center ",Даваа-Бямба 09:00-20:00 цаг,Mon-Sat 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
